Public_MAG_ID	public_fasta_filename	genome_file	AT_BatchID	user_genome	Domain	phylum	class	order	family	genus	species	no_species_assignment	Completeness	Contamination	Strain_heterogeneity	Size	N50
RESPICAT_MAG_000290	RESPICAT_MAG_000290.fna	RESPICAT_RT_B09_Multi_PRJNA413615_SRR8369694_MAG226.fasta	RT_B09_Multi_PRJNA413615	MAG226	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	TRUE	93.52	0.7	60	1915686	25024
RESPICAT_MAG_000291	RESPICAT_MAG_000291.fna	RESPICAT_RT_B09_Multi_PRJNA413615_SRR8369694_MAG227.fasta	RT_B09_Multi_PRJNA413615	MAG227	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium mucoviscidosis	FALSE	99.02	0.25	0	4563907	66731
RESPICAT_MAG_000292	RESPICAT_MAG_000292.fna	RESPICAT_RT_B10_PRJNA48479_SRS011086_MAG003.fasta	RT_B10_PRJNA48479	MAG003	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000308055	FALSE	99.12	1.78	20	2086687	47752
RESPICAT_MAG_000293	RESPICAT_MAG_000293.fna	RESPICAT_RT_B10_PRJNA48479_SRS011115_MAG016.fasta	RT_B10_PRJNA48479	MAG016	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus sp013332965	FALSE	84.33	0	0	770937	129250
RESPICAT_MAG_000294	RESPICAT_MAG_000294.fna	RESPICAT_RT_B10_PRJNA48479_SRS011115_MAG017.fasta	RT_B10_PRJNA48479	MAG017	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus nanoralicus	FALSE	69.14	0	0	616346	13060
RESPICAT_MAG_000295	RESPICAT_MAG_000295.fna	RESPICAT_RT_B10_PRJNA48479_SRS011115_MAG021.fasta	RT_B10_PRJNA48479	MAG021	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas sp015257355	FALSE	98.48	0.61	0	1490520	134529
RESPICAT_MAG_000296	RESPICAT_MAG_000296.fna	RESPICAT_RT_B10_PRJNA48479_SRS011140_MAG027.fasta	RT_B10_PRJNA48479	MAG027	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	80.69	1.72	100	718556	45452
RESPICAT_MAG_000297	RESPICAT_MAG_000297.fna	RESPICAT_RT_B10_PRJNA48479_SRS012985_MAG049.fasta	RT_B10_PRJNA48479	MAG049	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella haemolysans_B	FALSE	98.56	0	0	1771172	48781
RESPICAT_MAG_000298	RESPICAT_MAG_000298.fna	RESPICAT_RT_B10_PRJNA48479_SRS013239_MAG053.fasta	RT_B10_PRJNA48479	MAG053	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae_G	FALSE	97.73	8.76	85.42	2147966	12356
RESPICAT_MAG_000299	RESPICAT_MAG_000299.fna	RESPICAT_RT_B10_PRJNA48479_SRS013506_MAG058.fasta	RT_B10_PRJNA48479	MAG058	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp916439115	FALSE	99.16	0.11	0	2180553	150649
RESPICAT_MAG_000300	RESPICAT_MAG_000300.fna	RESPICAT_RT_B10_PRJNA48479_SRS014271_MAG034.fasta	RT_B10_PRJNA48479	MAG034	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE	97.88	0.25	50	1559783	65999
RESPICAT_MAG_000301	RESPICAT_MAG_000301.fna	RESPICAT_RT_B10_PRJNA48479_SRS014404_MAG078.fasta	RT_B10_PRJNA48479	MAG078	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A showae_E	FALSE	96.65	8.44	12.9	2010784	14458
RESPICAT_MAG_000302	RESPICAT_MAG_000302.fna	RESPICAT_RT_B10_PRJNA48479_SRS014404_MAG079.fasta	RT_B10_PRJNA48479	MAG079	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium polymorphum	FALSE	100	0	0	2439594	100931
RESPICAT_MAG_000303	RESPICAT_MAG_000303.fna	RESPICAT_RT_B10_PRJNA48479_SRS014684_MAG010.fasta	RT_B10_PRJNA48479	MAG010	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	Catonella massiliensis	FALSE	98.21	1.01	50	2969458	33980
RESPICAT_MAG_000304	RESPICAT_MAG_000304.fna	RESPICAT_RT_B10_PRJNA48479_SRS014684_MAG090.fasta	RT_B10_PRJNA48479	MAG090	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	82.6	0	0	749597	30676
RESPICAT_MAG_000305	RESPICAT_MAG_000305.fna	RESPICAT_RT_B10_PRJNA48479_SRS015040_MAG095.fasta	RT_B10_PRJNA48479	MAG095	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE	90.71	0	0	1451777	7115
RESPICAT_MAG_000306	RESPICAT_MAG_000306.fna	RESPICAT_RT_B10_PRJNA48479_SRS015374_MAG106.fasta	RT_B10_PRJNA48479	MAG106	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus_D	Haemophilus_D parainfluenzae_M	FALSE	97.8	0.26	85.71	1857596	79184
RESPICAT_MAG_000307	RESPICAT_MAG_000307.fna	RESPICAT_RT_B10_PRJNA48479_SRS015434_MAG045.fasta	RT_B10_PRJNA48479	MAG045	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium diversum	FALSE	96.81	0	0	1638594	31160
RESPICAT_MAG_000308	RESPICAT_MAG_000308.fna	RESPICAT_RT_B10_PRJNA48479_SRS015644_MAG109.fasta	RT_B10_PRJNA48479	MAG109	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_D	FALSE	99.14	1.42	60	1924436	71095
RESPICAT_MAG_000309	RESPICAT_MAG_000309.fna	RESPICAT_RT_B10_PRJNA48479_SRS015797_MAG116.fasta	RT_B10_PRJNA48479	MAG116	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	JABCPO02	NA	TRUE	52.46	0.67	100	1041849	38664
RESPICAT_MAG_000310	RESPICAT_MAG_000310.fna	RESPICAT_RT_B10_PRJNA48479_SRS015893_MAG036.fasta	RT_B10_PRJNA48479	MAG036	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia wadei_A	FALSE	100	1.3	0	2177094	43952
RESPICAT_MAG_000311	RESPICAT_MAG_000311.fna	RESPICAT_RT_B10_PRJNA48479_SRS016059_MAG120.fasta	RT_B10_PRJNA48479	MAG120	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	NA	TRUE	95.41	0.38	0	2482878	53039
RESPICAT_MAG_000312	RESPICAT_MAG_000312.fna	RESPICAT_RT_B10_PRJNA48479_SRS016105_MAG123.fasta	RT_B10_PRJNA48479	MAG123	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	FALSE	99.41	0.44	0	1259951	102636
RESPICAT_MAG_000313	RESPICAT_MAG_000313.fna	RESPICAT_RT_B10_PRJNA48479_SRS016319_MAG126.fasta	RT_B10_PRJNA48479	MAG126	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	54.37	0	0	595345	40762
RESPICAT_MAG_000314	RESPICAT_MAG_000314.fna	RESPICAT_RT_B10_PRJNA48479_SRS016653_MAG130.fasta	RT_B10_PRJNA48479	MAG130	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	99.67	1.11	33.33	2056151	27563
RESPICAT_MAG_000315	RESPICAT_MAG_000315.fna	RESPICAT_RT_B10_PRJNA48479_SRS016969_MAG134.fasta	RT_B10_PRJNA48479	MAG134	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE	98.71	1.54	50	1931168	9459
RESPICAT_MAG_000316	RESPICAT_MAG_000316.fna	RESPICAT_RT_B10_PRJNA48479_SRS016969_MAG135.fasta	RT_B10_PRJNA48479	MAG135	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA	TRUE	98.48	0.38	0	2526634	73517
RESPICAT_MAG_000317	RESPICAT_MAG_000317.fna	RESPICAT_RT_B10_PRJNA48479_SRS016969_MAG137.fasta	RT_B10_PRJNA48479	MAG137	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella sp916438965	FALSE	89.52	1.61	100	1282775	53137
RESPICAT_MAG_000318	RESPICAT_MAG_000318.fna	RESPICAT_RT_B10_PRJNA48479_SRS016969_MAG138.fasta	RT_B10_PRJNA48479	MAG138	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia marseillensis	FALSE	83.95	1.46	0	1514924	11447
RESPICAT_MAG_000319	RESPICAT_MAG_000319.fna	RESPICAT_RT_B10_PRJNA48479_SRS017076_MAG140.fasta	RT_B10_PRJNA48479	MAG140	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp900549805	FALSE	90.31	0.6	0	1350351	13706
RESPICAT_MAG_000320	RESPICAT_MAG_000320.fna	RESPICAT_RT_B10_PRJNA48479_SRS017127_MAG141.fasta	RT_B10_PRJNA48479	MAG141	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella elegans_A	FALSE	98.91	0.55	0	1812210	31636
RESPICAT_MAG_000321	RESPICAT_MAG_000321.fna	RESPICAT_RT_B10_PRJNA48479_SRS017127_MAG142.fasta	RT_B10_PRJNA48479	MAG142	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella_A	Bergeyella_A sp916710115	FALSE	99.46	0	0	1801854	182253
RESPICAT_MAG_000322	RESPICAT_MAG_000322.fna	RESPICAT_RT_B10_PRJNA48479_SRS017326_MAG145.fasta	RT_B10_PRJNA48479	MAG145	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	96.99	8.22	89.66	2220542	9740
RESPICAT_MAG_000323	RESPICAT_MAG_000323.fna	RESPICAT_RT_B10_PRJNA48479_SRS017441_MAG146.fasta	RT_B10_PRJNA48479	MAG146	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_AV	FALSE	96.3	2.63	86.67	2107185	12695
RESPICAT_MAG_000324	RESPICAT_MAG_000324.fna	RESPICAT_RT_B10_PRJNA48479_SRS017808_MAG148.fasta	RT_B10_PRJNA48479	MAG148	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	60.26	0	0	702425	28548
RESPICAT_MAG_000325	RESPICAT_MAG_000325.fna	RESPICAT_RT_B10_PRJNA48479_SRS018357_MAG151.fasta	RT_B10_PRJNA48479	MAG151	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella scopos	FALSE	78.24	3.05	85.71	2161097	9962
RESPICAT_MAG_000326	RESPICAT_MAG_000326.fna	RESPICAT_RT_B10_PRJNA48479_SRS018443_MAG156.fasta	RT_B10_PRJNA48479	MAG156	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE	58.87	1.71	0	960551	12694
RESPICAT_MAG_000327	RESPICAT_MAG_000327.fna	RESPICAT_RT_B10_PRJNA48479_SRS018443_MAG158.fasta	RT_B10_PRJNA48479	MAG158	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE	95.55	1.41	40	2142385	16522
RESPICAT_MAG_000328	RESPICAT_MAG_000328.fna	RESPICAT_RT_B10_PRJNA48479_SRS018501_MAG161.fasta	RT_B10_PRJNA48479	MAG161	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E extremaustralis	FALSE	99.66	3.41	0	6278865	141275
RESPICAT_MAG_000329	RESPICAT_MAG_000329.fna	RESPICAT_RT_B10_PRJNA48479_SRS018591_MAG163.fasta	RT_B10_PRJNA48479	MAG163	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	82.6	0	0	770292	62797
RESPICAT_MAG_000330	RESPICAT_MAG_000330.fna	RESPICAT_RT_B10_PRJNA48479_SRS018610_MAG165.fasta	RT_B10_PRJNA48479	MAG165	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	64.96	0	0	726300	117621
RESPICAT_MAG_000331	RESPICAT_MAG_000331.fna	RESPICAT_RT_B10_PRJNA48479_SRS018923_MAG173.fasta	RT_B10_PRJNA48479	MAG173	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	64.53	0	0	676555	30345
RESPICAT_MAG_000332	RESPICAT_MAG_000332.fna	RESPICAT_RT_B10_PRJNA48479_SRS019027_MAG177.fasta	RT_B10_PRJNA48479	MAG177	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp905215245	FALSE	94.18	0.16	100	1820157	34013
RESPICAT_MAG_000333	RESPICAT_MAG_000333.fna	RESPICAT_RT_B10_PRJNA48479_SRS019071_MAG178.fasta	RT_B10_PRJNA48479	MAG178	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	61.91	4.31	0	534248	7316
RESPICAT_MAG_000334	RESPICAT_MAG_000334.fna	RESPICAT_RT_B10_PRJNA48479_SRS019126_MAG111.fasta	RT_B10_PRJNA48479	MAG111	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp001556435	FALSE	97.36	0.67	40	2025904	57573
RESPICAT_MAG_000335	RESPICAT_MAG_000335.fna	RESPICAT_RT_B10_PRJNA48479_SRS019221_MAG184.fasta	RT_B10_PRJNA48479	MAG184	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	96.61	5.53	80.56	2025097	12490
RESPICAT_MAG_000336	RESPICAT_MAG_000336.fna	RESPICAT_RT_B10_PRJNA48479_SRS019327_MAG185.fasta	RT_B10_PRJNA48479	MAG185	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Filifactoraceae	Peptoanaerobacter	NA	TRUE	94.52	0.07	0	1795486	19145
RESPICAT_MAG_000337	RESPICAT_MAG_000337.fna	RESPICAT_RT_B10_PRJNA48479_SRS019488_MAG060.fasta	RT_B10_PRJNA48479	MAG060	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp902373545	FALSE	99.53	0.59	0	2409130	44210
RESPICAT_MAG_000338	RESPICAT_MAG_000338.fna	RESPICAT_RT_B10_PRJNA48479_SRS019607_MAG035.fasta	RT_B10_PRJNA48479	MAG035	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000758755	FALSE	98.58	0.63	0	1853737	20701
RESPICAT_MAG_000339	RESPICAT_MAG_000339.fna	RESPICAT_RT_B10_PRJNA48479_SRS020277_MAG113.fasta	RT_B10_PRJNA48479	MAG113	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria sp000186165	FALSE	100	0.11	100	2158270	205294
RESPICAT_MAG_000340	RESPICAT_MAG_000340.fna	RESPICAT_RT_B10_PRJNA48479_SRS020400_MAG191.fasta	RT_B10_PRJNA48479	MAG191	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella adiacens_A	FALSE	92.9	1.71	30	1703620	39852
RESPICAT_MAG_000341	RESPICAT_MAG_000341.fna	RESPICAT_RT_B10_PRJNA48479_SRS020540_MAG015.fasta	RT_B10_PRJNA48479	MAG015	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella melaninogenica	FALSE	99.32	0	0	3104254	220046
RESPICAT_MAG_000342	RESPICAT_MAG_000342.fna	RESPICAT_RT_B10_PRJNA48479_SRS022464_MAG197.fasta	RT_B10_PRJNA48479	MAG197	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium asaccharolyticum	FALSE	98.73	2.87	50	2437576	88323
RESPICAT_MAG_000343	RESPICAT_MAG_000343.fna	RESPICAT_RT_B10_PRJNA48479_SRS022464_MAG198.fasta	RT_B10_PRJNA48479	MAG198	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE	92.74	0	0	1335460	446975
RESPICAT_MAG_000344	RESPICAT_MAG_000344.fna	RESPICAT_RT_B10_PRJNA48479_SRS023926_MAG201.fasta	RT_B10_PRJNA48479	MAG201	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	65.81	0	0	710443	177108
RESPICAT_MAG_000345	RESPICAT_MAG_000345.fna	RESPICAT_RT_B10_PRJNA48479_SRS023930_MAG143.fasta	RT_B10_PRJNA48479	MAG143	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp003640335	FALSE	97.72	0.36	0	1983629	199857
RESPICAT_MAG_000346	RESPICAT_MAG_000346.fna	RESPICAT_RT_B10_PRJNA48479_SRS023930_MAG181.fasta	RT_B10_PRJNA48479	MAG181	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000163055	FALSE	98.99	0.11	0	2299290	212090
RESPICAT_MAG_000347	RESPICAT_MAG_000347.fna	RESPICAT_RT_B10_PRJNA48479_SRS023930_MAG202.fasta	RT_B10_PRJNA48479	MAG202	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_AK	FALSE	98.92	0.24	0	1926974	159531
RESPICAT_MAG_000348	RESPICAT_MAG_000348.fna	RESPICAT_RT_B10_PRJNA48479_SRS024081_MAG007.fasta	RT_B10_PRJNA48479	MAG007	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp927911475	FALSE	100	0	0	1768563	104079
RESPICAT_MAG_000349	RESPICAT_MAG_000349.fna	RESPICAT_RT_B10_PRJNA48479_SRS024081_MAG076.fasta	RT_B10_PRJNA48479	MAG076	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAJPPJ01	NA	TRUE	91.57	1.69	0	858878	70123
RESPICAT_MAG_000350	RESPICAT_MAG_000350.fna	RESPICAT_RT_B10_PRJNA48479_SRS024138_MAG204.fasta	RT_B10_PRJNA48479	MAG204	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	84.33	0	0	806395	59500
RESPICAT_MAG_000351	RESPICAT_MAG_000351.fna	RESPICAT_RT_B10_PRJNA48479_SRS024424_MAG207.fasta	RT_B10_PRJNA48479	MAG207	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	QFNR01	QFNR01 sp003248485	FALSE	90.42	0.64	0	1314626	91646
RESPICAT_MAG_000352	RESPICAT_MAG_000352.fna	RESPICAT_RT_B10_PRJNA48479_SRS024441_MAG208.fasta	RT_B10_PRJNA48479	MAG208	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	Catonella sp916438995	FALSE	64.38	0.34	100	1295994	10342
RESPICAT_MAG_000353	RESPICAT_MAG_000353.fna	RESPICAT_RT_B10_PRJNA48479_SRS024557_MAG210.fasta	RT_B10_PRJNA48479	MAG210	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	99.34	0.2	0	2044005	82199
RESPICAT_MAG_000354	RESPICAT_MAG_000354.fna	RESPICAT_RT_B10_PRJNA48479_SRS024637_MAG139.fasta	RT_B10_PRJNA48479	MAG139	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE	94.54	0.55	100	1698009	69292
RESPICAT_MAG_000355	RESPICAT_MAG_000355.fna	RESPICAT_RT_B10_PRJNA48479_SRS042589_MAG096.fasta	RT_B10_PRJNA48479	MAG096	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	Nanosynbacter sp022828365	FALSE	65.81	0	0	695745	354766
RESPICAT_MAG_000356	RESPICAT_MAG_000356.fna	RESPICAT_RT_B10_PRJNA48479_SRS043646_MAG217.fasta	RT_B10_PRJNA48479	MAG217	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	99.71	0.33	0	1949191	73631
RESPICAT_MAG_000357	RESPICAT_MAG_000357.fna	RESPICAT_RT_B10_PRJNA48479_SRS044082_MAG013.fasta	RT_B10_PRJNA48479	MAG013	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum_A	FALSE	90.64	1.5	60	1729563	8653
RESPICAT_MAG_000358	RESPICAT_MAG_000358.fna	RESPICAT_RT_B10_PRJNA48479_SRS044662_MAG149.fasta	RT_B10_PRJNA48479	MAG149	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	FALSE	95.29	0	0	1885993	20424
RESPICAT_MAG_000359	RESPICAT_MAG_000359.fna	RESPICAT_RT_B10_PRJNA48479_SRS045638_MAG189.fasta	RT_B10_PRJNA48479	MAG189	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	88.87	3.93	79.17	1780900	6675
RESPICAT_MAG_000360	RESPICAT_MAG_000360.fna	RESPICAT_RT_B10_PRJNA48479_SRS046686_MAG221.fasta	RT_B10_PRJNA48479	MAG221	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae_G	FALSE	94.26	8.02	88.89	2113861	19796
RESPICAT_MAG_000361	RESPICAT_MAG_000361.fna	RESPICAT_RT_B10_PRJNA48479_SRS047824_MAG222.fasta	RT_B10_PRJNA48479	MAG222	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	63.2	0.85	0	756236	20306
RESPICAT_MAG_000362	RESPICAT_MAG_000362.fna	RESPICAT_RT_B10_PRJNA48479_SRS048317_MAG187.fasta	RT_B10_PRJNA48479	MAG187	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	Nanogingivalis sp916438495	FALSE	63.74	0	0	611556	85022
RESPICAT_MAG_000363	RESPICAT_MAG_000363.fna	RESPICAT_RT_B10_PRJNA48479_SRS049211_MAG223.fasta	RT_B10_PRJNA48479	MAG223	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	RUG115	RUG115 sp900066395	FALSE	98.55	1.22	0	2981448	69138
RESPICAT_MAG_000364	RESPICAT_MAG_000364.fna	RESPICAT_RT_B10_PRJNA48479_SRS049211_MAG224.fasta	RT_B10_PRJNA48479	MAG224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp900546365	FALSE	95.47	1.13	33.33	2096003	25322
RESPICAT_MAG_000365	RESPICAT_MAG_000365.fna	RESPICAT_RT_B10_PRJNA48479_SRS050244_MAG226.fasta	RT_B10_PRJNA48479	MAG226	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE	79.29	0.47	66.67	1264367	7494
RESPICAT_MAG_000366	RESPICAT_MAG_000366.fna	RESPICAT_RT_B10_PRJNA48479_SRS050244_MAG227.fasta	RT_B10_PRJNA48479	MAG227	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	52.68	0	0	557597	18257
RESPICAT_MAG_000367	RESPICAT_MAG_000367.fna	RESPICAT_RT_B10_PRJNA48479_SRS050905_MAG054.fasta	RT_B10_PRJNA48479	MAG054	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422 sp001553345	FALSE	99.28	0.2	0	1766314	151959
RESPICAT_MAG_000368	RESPICAT_MAG_000368.fna	RESPICAT_RT_B10_PRJNA48479_SRS051116_MAG174.fasta	RT_B10_PRJNA48479	MAG174	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus	Haemophilus seminalis	FALSE	99.72	0.08	0	1914604	99505
RESPICAT_MAG_000369	RESPICAT_MAG_000369.fna	RESPICAT_RT_B10_PRJNA48479_SRS053583_MAG129.fasta	RT_B10_PRJNA48479	MAG129	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp001815355	FALSE	96.93	0	0	1821885	470918
RESPICAT_MAG_000370	RESPICAT_MAG_000370.fna	RESPICAT_RT_B10_PRJNA48479_SRS053603_MAG230.fasta	RT_B10_PRJNA48479	MAG230	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	73.54	0.16	100	630404	17791
RESPICAT_MAG_000371	RESPICAT_MAG_000371.fna	RESPICAT_RT_B10_PRJNA48479_SRS053854_MAG075.fasta	RT_B10_PRJNA48479	MAG075	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	JABCPH02	JABCPH02 sp013333235	FALSE	100	1.12	0	2036153	89714
RESPICAT_MAG_000372	RESPICAT_MAG_000372.fna	RESPICAT_RT_B10_PRJNA48479_SRS053863_MAG231.fasta	RT_B10_PRJNA48479	MAG231	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	FALSE	96.64	0.74	0	3869359	59856
RESPICAT_MAG_000373	RESPICAT_MAG_000373.fna	RESPICAT_RT_B10_PRJNA48479_SRS053863_MAG233.fasta	RT_B10_PRJNA48479	MAG233	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	FALSE	88.43	1.68	0	1830192	11757
